_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
890899,4153382,2017.0,2019.0,1997.0,SOCIAL HOUSING,10,Spadina-Fort York,85 THE ESPLANADE,7,128,2019-11-26,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,,S1038,43.6473212947,-79.37296407470001,315032.675,4833938.007
890900,4153463,2019.0,2019.0,1900.0,PRIVATE,11,University-Rosedale,378 MARKHAM ST,4,17,2019-11-26,45,Building Audit,15,2.0,2.0,4.0,1.0,2.0,3.0,,2.0,,,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,,,S1133,43.6584478213,-79.4103098841,312018.591,4835170.181
890901,4153168,2017.0,2019.0,1930.0,PRIVATE,11,University-Rosedale,496 MONTROSE AVE,3,24,2019-11-26,45,Building Audit,15,2.0,3.0,5.0,1.0,2.0,2.0,,1.0,,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,,,S1132,43.662851529799994,-79.4210660752,311150.555,4835658.55
890902,4254280,2017.0,2019.0,1957.0,PRIVATE,21,Scarborough Centre,2700 LAWRENCE AVE E,7,111,2019-11-26,72,Evaluation needs to be conducted in 2 years,20,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,E2129,43.752739741999996,-79.26107689199999,324024.834,4845670.215
890903,4153189,2017.0,2019.0,1966.0,PRIVATE,11,University-Rosedale,35 WALMER RD,15,174,2019-11-26,82,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,S1126,43.66913353899999,-79.405620062,312395.193,4836358.655
890904,4153196,,2019.0,1910.0,PRIVATE,11,University-Rosedale,2 VERMONT AVE,3,16,2019-11-26,55,Evaluation needs to be conducted in 1 year,15,3.0,3.0,5.0,2.0,2.0,3.0,,3.0,,,2.0,2.0,4.0,2.0,2.0,2.0,,3.0,3.0,,S1125,43.672241558,-79.414621827,311668.929,4836703.171
890905,4153181,2018.0,2019.0,1960.0,PRIVATE,11,University-Rosedale,22 WALMER RD,8,71,2019-11-26,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,3.0,4.0,3.0,,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,,S1126,43.667662201300004,-79.4064427031,312329.29600000003,4836194.1680000005
890906,4152749,2017.0,2019.0,1967.0,PRIVATE,21,Scarborough Centre,945 MIDLAND AVE,13,149,2019-11-26,85,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,E2134,43.7370346448,-79.2585189025,324236.128,4843925.117
890907,4152758,2017.0,2019.0,1965.0,PRIVATE,21,Scarborough Centre,1155 MIDLAND AVE,5,115,2019-11-26,67,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,E2134,43.7457790355,-79.2618378505,323966.01300000004,4844895.79
890908,4153218,2017.0,2019.0,1907.0,PRIVATE,11,University-Rosedale,93-99 MADISON AVE,3,17,2019-11-26,85,Evaluation needs to be conducted in 2 years,15,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,,S1127,,,312525.277,4836561.438
890909,4155956,2017.0,2019.0,1957.0,PRIVATE,21,Scarborough Centre,2702 LAWRENCE AVE E,7,96,2019-11-26,72,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,E2129,43.75259236,-79.26100902600001,324075.951,4845664.645
890910,4152774,2017.0,2019.0,1964.0,PRIVATE,21,Scarborough Centre,3125 LAWRENCE AVE E,7,110,2019-11-26,81,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,,E2136,43.7552486601,-79.2439639688,325402.336,4845952.092
890911,4152773,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,3201 LAWRENCE AVE E,13,123,2019-11-26,87,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,E2136,43.756000502,-79.240912837,325647.50399999996,4846037.34
890912,4153386,2017.0,2019.0,1982.0,TCHC,13,Toronto Centre,171 FRONT ST E,3,61,2019-11-26,73,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,,S1339,43.6499749234,-79.3684698144,315394.78,4834233.377
890913,4153458,2017.0,2019.0,2011.0,SOCIAL HOUSING,11,University-Rosedale,110 EDWARD ST,5,50,2019-11-26,97,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,4.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,S1145,43.6565407621,-79.38614584359999,313967.909,4834960.727
890914,4155625,2017.0,2019.0,1970.0,TCHC,5,York South-Weston,20-50 FALSTAFF AVE,19,224,2019-11-26,70,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,,W0522,43.716053068,-79.505965893,304399.131,4841621.154
890915,4152699,2017.0,2019.0,1965.0,PRIVATE,21,Scarborough Centre,1165 BIRCHMOUNT RD,4,20,2019-11-25,88,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,,E2133,43.741606086800005,-79.2819282185,322349.168,4844427.791
890916,4152700,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,1169 BIRCHMOUNT RD,4,18,2019-11-25,82,Evaluation needs to be conducted in 2 years,18,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,,E2133,43.7418231309,-79.2820268094,322341.164,4844451.883
890917,4152702,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,1255 BIRCHMOUNT RD,6,70,2019-11-25,89,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,,E2133,43.7467361974,-79.2840523201,322176.6,4844997.277
890918,4152722,2017.0,2019.0,1956.0,PRIVATE,21,Scarborough Centre,1525 BIRCHMOUNT RD,4,52,2019-11-25,87,Evaluation needs to be conducted in 3 years,17,4.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,,4.0,4.0,5.0,5.0,4.0,5.0,4.0,,5.0,4.0,,E2128,43.759693301000006,-79.289071527,321768.472,4846436.669
890919,4156037,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,1535 BIRCHMOUNT RD,4,37,2019-11-25,83,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,5.0,5.0,5.0,,3.0,,3.0,4.0,5.0,5.0,3.0,4.0,3.0,,5.0,4.0,,E2128,43.759947503999996,-79.289253718,321726.239,4846452.346
890920,4156471,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,1545 BIRCHMOUNT RD,4,37,2019-11-25,83,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,5.0,,3.0,,3.0,4.0,5.0,5.0,4.0,4.0,3.0,,5.0,4.0,,E2128,43.760276601,-79.289405137,321709.409,4846508.482
890921,4153399,2017.0,2019.0,1982.0,PRIVATE,10,Spadina-Fort York,20 ST PATRICK ST,15,256,2019-11-25,82,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1024,43.6509721376,-79.3893617427,313709.312,4834341.702
890922,4153348,2017.0,2019.0,1920.0,PRIVATE,12,Toronto-St. Paul's,599 ST CLAIR AVE W,3,16,2019-11-25,84,Evaluation needs to be conducted in 2 years,14,4.0,5.0,5.0,5.0,,4.0,,4.0,,,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,,,S1235,43.6820983903,-79.4223318593,311046.44899999996,4837796.671
890923,4153347,2019.0,2019.0,1989.0,PRIVATE,12,Toronto-St. Paul's,607 ST CLAIR AVE W,3,14,2019-11-25,83,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,5.0,4.0,4.0,,4.0,,,S1235,,,311004.615,4837770.886
890924,4153350,2017.0,2019.0,1986.0,SOCIAL HOUSING,12,Toronto-St. Paul's,747 ST CLAIR AVE W,8,97,2019-11-25,85,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,S1234,43.6809371983,-79.4282122762,310572.424,4837667.252
890925,4153351,2017.0,2019.0,1921.0,PRIVATE,12,Toronto-St. Paul's,781 ST CLAIR AVE W,3,16,2019-11-25,74,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,,,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,,,S1234,43.680680134300005,-79.4292316793,310490.25,4837638.626
890926,4153110,2018.0,2019.0,1929.0,PRIVATE,9,Davenport,927 ST CLAIR AVE W,4,23,2019-11-25,83,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,5.0,5.0,3.0,4.0,4.0,4.0,,4.0,,,S0928,43.6795067205,-79.4348853708,310034.484,4837507.881
890927,4153408,2017.0,2019.0,1968.0,TCHC,10,Spadina-Fort York,91 AUGUSTA AVE,14,257,2019-11-25,74,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,3.0,4.0,S1023,43.6507210729,-79.400397963,312819.071,4834312.641
890928,4155026,2017.0,2019.0,1997.0,SOCIAL HOUSING,12,Toronto-St. Paul's,2353 DUFFERIN ST,16,144,2019-11-25,73,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,4.0,S1222,43.6951962434,-79.44961389619999,308845.969,4839250.13
890929,4153144,2017.0,2019.0,1994.0,SOCIAL HOUSING,10,Spadina-Fort York,138 CLAREMONT ST,3,18,2019-11-25,64,Evaluation needs to be conducted in 1 year,17,3.0,4.0,3.0,3.0,2.0,4.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,S1022,43.6499453573,-79.411506674,311923.107,4834225.424
890930,4168942,2017.0,2019.0,1984.0,SOCIAL HOUSING,10,Spadina-Fort York,345 DUFFERIN ST,8,200,2019-11-25,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1026,43.6410875936,-79.42770400090001,310617.30600000004,4833240.166999999
890931,4153156,2017.0,2019.0,1967.0,SOCIAL HOUSING,9,Davenport,661 DUFFERIN ST,13,112,2019-11-25,71,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,,4.0,S0934,43.650489538900004,-79.4313915091,310318.929,4834284.426
890932,4155063,2017.0,2019.0,1950.0,PRIVATE,9,Davenport,2036 DUFFERIN ST,3,12,2019-11-25,64,Evaluation needs to be conducted in 1 year,14,3.0,3.0,5.0,3.0,,3.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,S0922,43.6863686196,-79.446744343,309077.853,4838269.541
890933,4153337,2017.0,2019.0,1992.0,SOCIAL HOUSING,12,Toronto-St. Paul's,1060 DAVENPORT RD,4,10,2019-11-25,69,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,,4.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,,S1234,43.6748848095,-79.42909718930001,310501.63800000004,4836994.79
890934,4153338,2017.0,2019.0,1987.0,SOCIAL HOUSING,12,Toronto-St. Paul's,11 WINONA DR,7,150,2019-11-25,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,,S1234,43.67547653729999,-79.4301431233,310417.24,4837060.459
890935,4152692,2017.0,2019.0,1972.0,PRIVATE,21,Scarborough Centre,1 ROSEMOUNT DR,9,110,2019-11-25,86,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,E2133,43.7315303371,-79.2739396307,322995.656,4843310.129
890936,4153397,2017.0,2019.0,1991.0,TCHC,10,Spadina-Fort York,248 SIMCOE ST,12,53,2019-11-25,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,3.0,4.0,S1024,43.6539203787,-79.3892195078,313720.374,4834669.271000001
890937,4153109,2017.0,2019.0,1955.0,PRIVATE,9,Davenport,2 REGAL RD,8,104,2019-11-25,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,4.0,S0928,43.675634371899996,-79.4334082604,310153.942,4837077.778
890938,4153140,2017.0,2019.0,1970.0,PRIVATE,10,Spadina-Fort York,798 RICHMOND ST W,13,525,2019-11-25,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,S1028,43.6451383038,-79.4098140977,312060.214,4833691.505
890939,4153077,2017.0,2019.0,1966.0,PRIVATE,9,Davenport,128 SHERIDAN AVE,7,68,2019-11-25,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,4.0,,2.0,4.0,,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,,S0933,43.6504598567,-79.434253526,310088.06899999996,4834280.9569999995
890940,4153376,2017.0,2019.0,1987.0,PRIVATE,10,Spadina-Fort York,350 QUEENS QUAY W,19,228,2019-11-25,88,Evaluation needs to be conducted in 3 years,17,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,4.0,5.0,5.0,5.0,,5.0,,5.0,S1036,43.638687474799994,-79.3891530101,313727.979,4832976.873
890941,4166900,2017.0,2019.0,1987.0,PRIVATE,10,Spadina-Fort York,390 QUEENS QUAY W,21,289,2019-11-25,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,,5.0,5.0,5.0,S1036,43.638163608999996,-79.390534476,313604.244,4832915.083000001
890942,4152694,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,19 ROSEMOUNT DR,7,71,2019-11-25,84,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,E2133,43.73259049479999,-79.2744267602,322956.092,4843427.802
890943,4153401,2017.0,2019.0,1979.0,TCHC,10,Spadina-Fort York,168 JOHN ST,7,180,2019-11-25,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,S1024,43.650240258500006,-79.39150337390001,313520.724,4834252.341
890944,4153400,2017.0,2019.0,1992.0,TCHC,10,Spadina-Fort York,190 JOHN ST,4,26,2019-11-25,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,,S1024,43.650961887,-79.391878256,313506.048,4834341.234
890945,4153353,2017.0,2019.0,1956.0,PRIVATE,12,Toronto-St. Paul's,55 HENDRICK AVE,3,29,2019-11-25,71,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,,4.0,3.0,3.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S1234,43.679816139399996,-79.4306015887,310379.87100000004,4837542.546
890946,4152710,2017.0,2019.0,1957.0,PRIVATE,21,Scarborough Centre,859 KENNEDY RD,5,34,2019-11-25,87,Evaluation needs to be conducted in 3 years,17,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,E2133,43.7379997073,-79.26966663510001,323337.88800000004,4844029.804
890947,4152711,2017.0,2019.0,1961.0,PRIVATE,21,Scarborough Centre,875 KENNEDY RD,6,82,2019-11-25,80,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,E2133,43.739089426999996,-79.270177266,323296.161,4844151.7069999995
890948,4152712,2017.0,2019.0,1965.0,PRIVATE,21,Scarborough Centre,877 KENNEDY RD,4,32,2019-11-25,84,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2133,43.739624156000005,-79.270445694,323274.376,4844211.053
890949,4152714,2017.0,2019.0,1961.0,PRIVATE,21,Scarborough Centre,893 KENNEDY RD,7,77,2019-11-25,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,E2133,43.74039535399999,-79.27079334300001,323246.13800000004,4844296.652
890950,4152705,2017.0,2019.0,1969.0,PRIVATE,21,Scarborough Centre,815 KENNEDY RD,5,33,2019-11-25,85,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,5.0,,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,E2133,43.734340366800005,-79.2681240316,323463.283,4843623.61
890951,4152706,2017.0,2019.0,1961.0,PRIVATE,21,Scarborough Centre,819 KENNEDY RD,6,62,2019-11-25,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,E2133,43.7346483486,-79.268437993,323437.893,4843657.7530000005
890952,4229124,2017.0,2019.0,1955.0,PRIVATE,9,Davenport,12 RUSHOLME DR,4,29,2019-11-25,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S0934,43.6500598617,-79.42855445020001,310547.845,4834236.883
890953,4153155,2017.0,2019.0,1955.0,PRIVATE,9,Davenport,14 RUSHOLME DR,4,22,2019-11-25,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S0934,43.650255834700005,-79.4286011017,310544.063,4834258.652
890954,4153377,2017.0,2019.0,2005.0,PRIVATE,10,Spadina-Fort York,50 PORTLAND ST,10,232,2019-11-25,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,4.0,4.0,,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,S1032,43.64339526,-79.399965439,312863.723,4833483.933
890955,4153380,2020.0,2019.0,1991.0,SOCIAL HOUSING,10,Spadina-Fort York,163 PORTLAND ST,4,46,2019-11-25,63,Evaluation needs to be conducted in 1 year,18,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,,4.0,S1029,43.647261855,-79.400907613,312778.179,4833929.199
890956,4155915,2017.0,2019.0,1994.0,SOCIAL HOUSING,21,Scarborough Centre,2015 LAWRENCE AVE E,11,158,2019-11-25,84,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,E2131,43.7449592405,-79.2949788446,321297.115,4844797.638
890957,4152703,2017.0,2019.0,1968.0,PRIVATE,21,Scarborough Centre,2185 LAWRENCE AVE E,12,142,2019-11-25,84,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2133,43.747553555299994,-79.282547131,322297.586,4845088.397
890958,4152716,2017.0,2019.0,1968.0,PRIVATE,21,Scarborough Centre,2250 LAWRENCE AVE E,6,33,2019-11-25,85,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,,E2128,43.7493270741,-79.2783368218,322636.154,4845286.324
890959,4156172,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,1 TERRAVIEW BLVD,7,104,2019-11-25,90,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,,5.0,4.0,,E2121,43.7644344893,-79.3177518192,319458.224,4846956.955
890960,4152662,2017.0,2019.0,1964.0,PRIVATE,21,Scarborough Centre,2255 VICTORIA PARK AVE,6,72,2019-11-25,88,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,,E2121,43.762425831,-79.316612241,319550.20399999997,4846734.954
890961,4152663,2017.0,2019.0,1964.0,PRIVATE,21,Scarborough Centre,2265 VICTORIA PARK AVE,6,71,2019-11-25,88,Evaluation needs to be conducted in 3 years,19,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,E2121,43.762813961999996,-79.316783785,319536.297,4846778.044
890962,4152664,2017.0,2019.0,1962.0,PRIVATE,21,Scarborough Centre,2275 VICTORIA PARK AVE,6,69,2019-11-25,73,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,,E2121,43.763205848999995,-79.3169546412,319522.706,4846820.596
890963,4152665,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,2301 VICTORIA PARK AVE,7,104,2019-11-25,88,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,,5.0,4.0,,E2121,43.76413723899999,-79.3173877592,319487.607,4846923.995
890964,4156598,2017.0,2019.0,2011.0,SOCIAL HOUSING,9,Davenport,180 SUDBURY ST,18,190,2019-11-25,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,S0937,43.641893011,-79.425161314,310822.114,4833330.761
890965,4156298,2018.0,2019.0,1969.0,TCHC,10,Spadina-Fort York,170 VANAULEY WALK,6,40,2019-11-25,62,Evaluation needs to be conducted in 1 year,18,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,S1023,43.651687962,-79.400557945,312805.773,4834421.0
890966,4156711,2017.0,2019.0,2013.0,PRIVATE,10,Spadina-Fort York,100 LOWER OSSINGTON AVE,8,179,2019-11-25,81,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1027,,,311312.897,4833534.316000001
890967,4153336,2017.0,2019.0,1983.0,TCHC,12,Toronto-St. Paul's,2 LAMBERTLODGE AVE,5,64,2019-11-25,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,,S1234,43.673917543,-79.422657829,311020.734,4836888.76
890968,4155730,2017.0,2019.0,2010.0,PRIVATE,9,Davenport,45 LISGAR ST,14,291,2019-11-25,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,,4.0,4.0,4.0,3.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,S0937,43.6421269068,-79.42276226140001,311015.908,4833355.956
890969,4155710,2017.0,2019.0,2005.0,PRIVATE,9,Davenport,55 LISGAR ST,9,116,2019-11-25,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,S0937,43.6426365625,-79.4230275047,310994.457,4833412.558
